time,altitude,velocity,acceleration
0.01,0.00116186,0.116186,11.6186
0.02,0.00348572,0.232387,11.6201
0.03,0.00697176,0.348603,11.6216
0.04,0.0116201,0.464835,11.6232
0.05,0.0174309,0.581083,11.6248
0.06,0.0244044,0.697346,11.6263
0.07,0.0325406,0.813625,11.6279
0.08,0.0418398,0.929919,11.6295
0.09,0.0523021,1.04623,11.6311
0.1,0.0639277,1.16256,11.6326
0.11,0.0767167,1.2789,11.6342
0.12,0.0906693,1.39526,11.6359
0.13,0.105786,1.51163,11.6375
0.14,0.122066,1.62802,11.6391
0.15,0.13951,1.74443,11.6407
0.16,0.158119,1.86085,11.6424
0.17,0.177892,1.97729,11.644
0.18,0.198829,2.09375,11.6457
0.19,0.220931,2.21022,11.6473
0.2,0.244198,2.32671,11.649
0.21,0.268631,2.44322,11.6507
0.22,0.294228,2.55974,11.6523
0.23,0.320991,2.67628,11.654
0.24,0.348919,2.79284,11.6557
0.25,0.378013,2.90941,11.6574
0.26,0.408273,3.02601,11.6591
0.27,0.4397,3.14261,11.6608
0.28,0.472292,3.25924,11.6626
0.29,0.506051,3.37588,11.6643
0.3,0.540976,3.49254,11.666
0.31,0.577069,3.60922,11.6678
0.32,0.614328,3.72592,11.6696
0.33,0.652754,3.84263,11.6713
0.34,0.692348,3.95936,11.6731
0.35,0.733109,4.07611,11.6749
0.36,0.775037,4.19288,11.6766
0.37,0.818134,4.30966,11.6784
0.38,0.862399,4.42646,11.6802
0.39,0.907832,4.54328,11.682
0.4,0.954433,4.66012,11.6839
0.41,1.0022,4.77698,11.6857
0.42,1.05114,4.89385,11.6875
0.43,1.10125,5.01075,11.6894
0.44,1.15253,5.12766,11.6912
0.45,1.20497,5.24459,11.6931
0.46,1.25859,5.36154,11.6949
0.47,1.31337,5.47851,11.6968
0.48,1.36933,5.59549,11.6987
0.49,1.42645,5.7125,11.7005
0.5,1.48475,5.82952,11.7024
0.51,1.54421,5.94657,11.7043
0.52,1.60485,6.06363,11.7062
0.53,1.66666,6.18071,11.7081
0.54,1.72963,6.29781,11.7101
0.55,1.79378,6.41493,11.712
0.56,1.8591,6.53207,11.7139
0.57,1.9256,6.64923,11.7159
0.58,1.99326,6.76641,11.7178
0.59,2.0621,6.88361,11.7198
0.6,2.1321,7.00082,11.7217
0.61,2.20329,7.11806,11.7237
0.62,2.27564,7.23532,11.7257
0.63,2.34916,7.35259,11.7277
0.64,2.42386,7.46989,11.7297
0.65,2.49974,7.58721,11.7317
0.66,2.57678,7.70454,11.7337
0.67,2.655,7.8219,11.7357
0.68,2.73439,7.93928,11.7377
0.69,2.81496,8.05668,11.7398
0.7,2.8967,8.1741,11.7418
0.71,2.97962,8.29153,11.7439
0.72,3.06371,8.40899,11.7459
0.73,3.14897,8.52647,11.748
0.74,3.23541,8.64397,11.7501
0.75,3.32302,8.7615,11.7521
0.76,3.41182,8.87904,11.7542
0.77,3.50178,8.9966,11.7563
0.78,3.59292,9.11419,11.7584
0.79,3.68524,9.23179,11.7605
0.8,3.77874,9.34942,11.7627
0.81,3.87341,9.46707,11.7648
0.82,3.96925,9.58473,11.7669
0.83,4.06628,9.70243,11.7691
0.84,4.16448,9.82014,11.7712
0.85,4.26386,9.93787,11.7734
0.86,4.36441,10.0556,11.7755
0.87,4.46615,10.1734,11.7777
0.88,4.56906,10.2912,11.7799
0.89,4.67315,10.409,11.7821
0.9,4.77842,10.5269,11.7843
0.91,4.88487,10.6447,11.7865
0.92,4.99249,10.7626,11.7887
0.93,5.1013,10.8805,11.7909
0.94,5.21128,10.9985,11.7931
0.95,5.32245,11.1164,11.7954
0.96,5.43479,11.2344,11.7976
0.97,5.54831,11.3524,11.7999
0.98,5.66302,11.4704,11.8021
0.99,5.7789,11.5885,11.8044
1,5.89597,11.7065,11.8067
1.01,6.01421,11.8246,11.8089
1.02,6.13364,11.9427,11.8112
1.03,6.25425,12.0609,11.8135
1.04,6.37604,12.179,11.8158
1.05,6.49901,12.2972,11.8181
1.06,6.62317,12.4154,11.8205
1.07,6.7485,12.5336,11.8228
1.08,6.87502,12.6519,11.8251
1.09,7.00272,12.7702,11.8275
1.1,7.13161,12.8885,11.8298
1.11,7.26167,13.0068,11.8322
1.12,7.39293,13.1251,11.8346
1.13,7.52536,13.2435,11.8369
1.14,7.65898,13.3619,11.8393
1.15,7.79378,13.4803,11.8417
1.16,7.92977,13.5987,11.8441
1.17,8.06694,13.7172,11.8465
1.18,8.2053,13.8357,11.8489
1.19,8.34484,13.9542,11.8513
1.2,8.48557,14.0727,11.8538
1.21,8.62748,14.1913,11.8562
1.22,8.77058,14.3099,11.8587
1.23,8.91487,14.4285,11.8611
1.24,9.06034,14.5471,11.8636
1.25,9.20699,14.6658,11.8661
1.26,9.35484,14.7845,11.8685
1.27,9.50387,14.9032,11.871
1.28,9.65409,15.0219,11.8735
1.29,9.8055,15.1407,11.876
1.3,9.95809,15.2595,11.8785
1.31,10.1119,15.3783,11.881
1.32,10.2668,15.4971,11.8836
1.33,10.423,15.616,11.8861
1.34,10.5804,15.7349,11.8886
1.35,10.7389,15.8538,11.8912
1.36,10.8986,15.9727,11.8938
1.37,11.0595,16.0917,11.8963
1.38,11.2216,16.2107,11.8989
1.39,11.3849,16.3297,11.9015
1.4,11.5494,16.4487,11.9041
1.41,11.7151,16.5678,11.9067
1.42,11.882,16.6869,11.9093
1.43,12.05,16.806,11.9119
1.44,12.2193,16.9252,11.9145
1.45,12.3897,17.0443,11.9171
1.46,12.5614,17.1635,11.9198
1.47,12.7342,17.2827,11.9224
1.48,12.9082,17.402,11.9251
1.49,13.0834,17.5213,11.9277
1.5,13.2598,17.6406,11.9304
1.51,13.4374,17.7599,11.9331
1.52,13.6162,17.8793,11.9358
1.53,13.7962,17.9987,11.9385
1.54,13.9774,18.1181,11.9412
1.55,14.1598,18.2375,11.9439
1.56,14.3433,18.357,11.9466
1.57,14.5281,18.4765,11.9493
1.58,14.7141,18.596,11.9521
1.59,14.9012,18.7155,11.9548
1.6,15.0896,18.8351,11.9576
1.61,15.2791,18.9547,11.9603
1.62,15.4699,19.0743,11.9631
1.63,15.6618,19.194,11.9659
1.64,15.8549,19.3137,11.9687
1.65,16.0493,19.4334,11.9715
1.66,16.2448,19.5531,11.9743
1.67,16.4415,19.6729,11.9771
1.68,16.6395,19.7927,11.9799
1.69,16.8386,19.9125,11.9827
1.7,17.0389,20.0324,11.9856
1.71,17.2404,20.1523,11.9884
1.72,17.4431,20.2722,11.9912
1.73,17.6471,20.3921,11.9941
1.74,17.8522,20.5121,11.997
1.75,18.0585,20.6321,11.9999
1.76,18.266,20.7521,12.0027
1.77,18.4748,20.8722,12.0056
1.78,18.6847,20.9923,12.0085
1.79,18.8958,21.1124,12.0114
1.8,19.1081,21.2325,12.0144
1.81,19.3217,21.3527,12.0173
1.82,19.5364,21.4729,12.0202
1.83,19.7523,21.5931,12.0232
1.84,19.9694,21.7134,12.0261
1.85,20.1878,21.8337,12.0291
1.86,20.4073,21.954,12.032
1.87,20.6281,22.0744,12.035
1.88,20.85,22.1947,12.038
1.89,21.0732,22.3151,12.041
1.9,21.2975,22.4356,12.044
1.91,21.5231,22.5561,12.047
1.92,21.7498,22.6766,12.05
1.93,21.9778,22.7971,12.053
1.94,22.207,22.9176,12.0561
1.95,22.4374,23.0382,12.0591
1.96,22.669,23.1589,12.0622
1.97,22.9018,23.2795,12.0652
1.98,23.1358,23.4002,12.0683
1.99,23.371,23.5209,12.0714
2,23.6074,23.6417,12.0745
2.01,23.845,23.7624,12.0776
2.02,24.0838,23.8832,12.0807
2.03,24.3239,24.0041,12.0838
2.04,24.5651,24.1249,12.0869
2.05,24.8076,24.2458,12.09
2.06,25.0513,24.3668,12.0932
2.07,25.2961,24.4877,12.0963
2.08,25.5422,24.6087,12.0995
2.09,25.7895,24.7298,12.1026
2.1,26.038,24.8508,12.1058
2.11,26.2878,24.9719,12.109
2.12,26.5387,25.093,12.1122
2.13,26.7908,25.2142,12.1154
2.14,27.0442,25.3354,12.1186
2.15,27.2987,25.4566,12.1218
2.16,27.5545,25.5778,12.125
2.17,27.8115,25.6991,12.1282
2.18,28.0697,25.8204,12.1315
2.19,28.3291,25.9418,12.1347
2.2,28.5898,26.0632,12.138
2.21,28.8516,26.1846,12.1412
2.22,29.1147,26.306,12.1445
2.23,29.3789,26.4275,12.1478
2.24,29.6444,26.549,12.1511
2.25,29.9111,26.6705,12.1544
2.26,30.1791,26.7921,12.1577
2.27,30.4482,26.9137,12.161
2.28,30.7186,27.0354,12.1643
2.29,30.9901,27.1571,12.1677
2.3,31.2629,27.2788,12.171
2.31,31.5369,27.4005,12.1744
2.32,31.8121,27.5223,12.1777
2.33,32.0886,27.6441,12.1811
2.34,32.3662,27.7659,12.1845
2.35,32.6451,27.8878,12.1879
2.36,32.9252,28.0097,12.1912
2.37,33.2065,28.1317,12.1947
2.38,33.4891,28.2537,12.1981
2.39,33.7728,28.3757,12.2015
2.4,34.0578,28.4977,12.2049
2.41,34.344,28.6198,12.2084
2.42,34.6314,28.7419,12.2118
2.43,34.9201,28.8641,12.2153
2.44,35.2099,28.9863,12.2187
2.45,35.501,29.1085,12.2222
2.46,35.7933,29.2307,12.2257
2.47,36.0868,29.353,12.2292
2.48,36.3816,29.4754,12.2327
2.49,36.6776,29.5977,12.2362
2.5,36.9748,29.7201,12.2397
2.51,37.2732,29.8426,12.2432
2.52,37.5729,29.965,12.2468
2.53,37.8737,30.0875,12.2503
2.54,38.1758,30.2101,12.2539
2.55,38.4792,30.3326,12.2574
2.56,38.7837,30.4552,12.261
2.57,39.0895,30.5779,12.2646
2.58,39.3965,30.7006,12.2682
2.59,39.7047,30.8233,12.2718
2.6,40.0142,30.946,12.2754
2.61,40.3249,31.0688,12.279
2.62,40.6368,31.1917,12.2826
2.63,40.9499,31.3145,12.2863
2.64,41.2643,31.4374,12.2899
2.65,41.5799,31.5604,12.2936
2.66,41.8968,31.6833,12.2972
2.67,42.2148,31.8063,12.3009
2.68,42.5341,31.9294,12.3046
2.69,42.8546,32.0525,12.3083
2.7,43.1764,32.1756,12.312
2.71,43.4994,32.2987,12.3157
2.72,43.8236,32.4219,12.3194
2.73,44.149,32.5452,12.3231
2.74,44.4757,32.6684,12.3268
2.75,44.8037,32.7917,12.3306
2.76,45.1328,32.9151,12.3343
2.77,45.4632,33.0385,12.3381
2.78,45.7948,33.1619,12.3419
2.79,46.1277,33.2853,12.3456
2.8,46.4617,33.4088,12.3494
2.81,46.7971,33.5324,12.3532
2.82,47.1336,33.6559,12.357
2.83,47.4714,33.7796,12.3609
2.84,47.8105,33.9032,12.3647
2.85,48.1507,34.0269,12.3685
2.86,48.4922,34.1506,12.3724
2.87,48.835,34.2744,12.3762
2.88,49.179,34.3982,12.3801
2.89,49.5242,34.522,12.3839
2.9,49.8706,34.6459,12.3878
2.91,50.2183,34.7698,12.3917
2.92,50.5673,34.8938,12.3956
2.93,50.9175,35.0178,12.3995
2.94,51.2689,35.1418,12.4034
2.95,51.6215,35.2659,12.4074
2.96,51.9754,35.39,12.4113
2.97,52.3306,35.5141,12.4152
2.98,52.687,35.6383,12.4192
2.99,53.0446,35.7626,12.4232
3,53.4034,35.8868,12.4271
3.01,53.7636,36.0111,12.4311
3.02,54.1249,36.1355,12.4351
3.03,54.4875,36.2599,12.4391
3.04,54.8514,36.3843,12.4431
3.05,55.2164,36.5088,12.4471
3.06,55.5828,36.6333,12.4512
3.07,55.9504,36.7578,12.4552
3.08,56.3192,36.8824,12.4593
3.09,56.6892,37.0071,12.4633
3.1,57.0606,37.1317,12.4674
3.11,57.4331,37.2565,12.4715
3.12,57.8069,37.3812,12.4755
3.13,58.182,37.506,12.4796
3.14,58.5583,37.6308,12.4837
3.15,58.9359,37.7557,12.4878
3.16,59.3147,37.8806,12.492
3.17,59.6947,38.0056,12.4961
3.18,60.076,38.1306,12.5002
3.19,60.4586,38.2557,12.5044
3.2,60.8424,38.3807,12.5086
3.21,61.2275,38.5059,12.5127
3.22,61.6138,38.631,12.5169
3.23,62.0013,38.7562,12.5211
3.24,62.3901,38.8815,12.5253
3.25,62.7802,39.0068,12.5295
3.26,63.1715,39.1321,12.5337
3.27,63.5641,39.2575,12.538
3.28,63.9579,39.3829,12.5422
3.29,64.353,39.5084,12.5464
3.3,64.7494,39.6339,12.5507
3.31,65.147,39.7595,12.555
3.32,65.5458,39.885,12.5592
3.33,65.9459,40.0107,12.5635
3.34,66.3473,40.1364,12.5678
3.35,66.7499,40.2621,12.5721
3.36,67.1538,40.3878,12.5764
3.37,67.5589,40.5137,12.5808
3.38,67.9653,40.6395,12.5851
3.39,68.373,40.7654,12.5894
3.4,68.7819,40.8913,12.5938
3.41,69.192,41.0173,12.5982
3.42,69.6035,41.1433,12.6025
3.43,70.0162,41.2694,12.6069
3.44,70.4301,41.3955,12.6113
3.45,70.8453,41.5217,12.6157
3.46,71.2618,41.6479,12.6201
3.47,71.6796,41.7741,12.6245
3.48,72.0986,41.9004,12.629
3.49,72.5188,42.0268,12.6334
3.5,72.9404,42.1531,12.6379
3.51,73.3632,42.2796,12.6423
3.52,73.7872,42.406,12.6468
3.53,74.2126,42.5325,12.6513
3.54,74.6391,42.6591,12.6558
3.55,75.067,42.7857,12.6603
3.56,75.4961,42.9123,12.6648
3.57,75.9265,43.039,12.6693
3.58,76.3582,43.1658,12.6738
3.59,76.7911,43.2926,12.6784
3.6,77.2253,43.4194,12.6829
3.61,77.6608,43.5463,12.6875
3.62,78.0975,43.6732,12.692
3.63,78.5355,43.8001,12.6966
3.64,78.9748,43.9272,12.7012
3.65,79.4153,44.0542,12.7058
3.66,79.8571,44.1813,12.7104
3.67,80.3002,44.3085,12.715
3.68,80.7446,44.4357,12.7197
3.69,81.1902,44.5629,12.7243
3.7,81.6371,44.6902,12.729
3.71,82.0853,44.8175,12.7336
3.72,82.5347,44.9449,12.7383
3.73,82.9854,45.0724,12.743
3.74,83.4374,45.1998,12.7477
3.75,83.8907,45.3274,12.7524
3.76,84.3453,45.4549,12.7571
3.77,84.8011,45.5825,12.7618
3.78,85.2582,45.7102,12.7665
3.79,85.7166,45.8379,12.7713
3.8,86.1762,45.9657,12.776
3.81,86.6372,46.0935,12.7808
3.82,87.0994,46.2213,12.7855
3.83,87.5629,46.3492,12.7903
3.84,88.0276,46.4772,12.7951
3.85,88.4937,46.6052,12.7999
3.86,88.961,46.7332,12.8047
3.87,89.4296,46.8613,12.8096
3.88,89.8995,46.9895,12.8144
3.89,90.3707,47.1177,12.8192
3.9,90.8432,47.2459,12.8241
3.91,91.3169,47.3742,12.8289
3.92,91.7919,47.5025,12.8338
3.93,92.2682,47.6309,12.8387
3.94,92.7458,47.7594,12.8436
3.95,93.2247,47.8879,12.8485
3.96,93.7049,48.0164,12.8534
3.97,94.1863,48.145,12.8583
3.98,94.6691,48.2736,12.8633
3.99,95.1531,48.4023,12.8682
4,95.6384,48.531,12.8732
4.01,96.125,48.6598,12.8781
4.02,96.6129,48.7886,12.8831
4.03,97.1021,48.9175,12.8881
4.04,97.5925,49.0464,12.8931
4.05,98.0843,49.1754,12.8981
4.06,98.5773,49.3045,12.9031
4.07,99.0717,49.4335,12.9082
4.08,99.5673,49.5627,12.9132
4.09,100.064,49.6918,12.9182
4.1,100.562,49.8211,12.9233
4.11,101.062,49.9504,12.9284
4.12,101.563,50.0797,12.9335
4.13,102.065,50.2091,12.9386
4.14,102.568,50.3385,12.9437
4.15,103.073,50.468,12.9488
4.16,103.579,50.5975,12.9539
4.17,104.086,50.7271,12.959
4.18,104.595,50.8568,12.9642
4.19,105.105,50.9865,12.9693
4.2,105.616,51.1162,12.9745
4.21,106.128,51.246,12.9797
4.22,106.642,51.3759,12.9849
4.23,107.157,51.5058,12.9901
4.24,107.673,51.6357,12.9953
4.25,108.191,51.7657,13.0005
4.26,108.71,51.8958,13.0057
4.27,109.23,52.0259,13.011
4.28,109.752,52.1561,13.0162
4.29,110.275,52.2863,13.0215
4.3,110.799,52.4165,13.0267
4.31,111.324,52.5469,13.032
4.32,111.851,52.6772,13.0373
4.33,112.379,52.8077,13.0426
4.34,112.908,52.9381,13.0479
4.35,113.439,53.0687,13.0533
4.36,113.971,53.1993,13.0586
4.37,114.504,53.3299,13.064
4.38,115.039,53.4606,13.0693
4.39,115.575,53.5913,13.0747
4.4,116.112,53.7221,13.0801
4.41,116.651,53.853,13.0855
4.42,117.191,53.9839,13.0909
4.43,117.732,54.1149,13.0963
4.44,118.274,54.2459,13.1017
4.45,118.818,54.3769,13.1071
4.46,119.363,54.5081,13.1126
4.47,119.909,54.6393,13.118
4.48,120.457,54.7705,13.1235
4.49,121.006,54.9018,13.129
4.5,121.556,55.0331,13.1345
4.51,122.108,55.1645,13.14
4.52,122.661,55.296,13.1455
4.53,123.215,55.4275,13.151
4.54,123.771,55.5591,13.1566
4.55,124.328,55.6907,13.1621
4.56,124.886,55.8223,13.1677
4.57,125.446,55.9541,13.1732
4.58,126.006,56.0859,13.1788
4.59,126.569,56.2177,13.1844
4.6,127.132,56.3496,13.19
4.61,127.697,56.4816,13.1956
4.62,128.263,56.6136,13.2012
4.63,128.831,56.7457,13.2069
4.64,129.399,56.8778,13.2125
4.65,129.969,57.01,13.2182
4.66,130.541,57.1422,13.2238
4.67,131.114,57.2745,13.2295
4.68,131.688,57.4068,13.2352
4.69,132.263,57.5393,13.2409
4.7,132.84,57.6717,13.2466
4.71,133.418,57.8042,13.2524
4.72,133.997,57.9368,13.2581
4.73,134.578,58.0695,13.2638
4.74,135.16,58.2022,13.2696
4.75,135.743,58.3349,13.2754
4.76,136.328,58.4677,13.2811
4.77,136.914,58.6006,13.2869
4.78,137.501,58.7335,13.2927
4.79,138.09,58.8665,13.2986
4.8,138.68,58.9995,13.3044
4.81,139.271,59.1327,13.3102
4.82,139.864,59.2658,13.3161
4.83,140.458,59.399,13.3219
4.84,141.053,59.5323,13.3278
4.85,141.65,59.6656,13.3337
4.86,142.248,59.799,13.3396
4.87,142.847,59.9325,13.3455
4.88,143.448,60.066,13.3514
4.89,144.05,60.1996,13.3574
4.9,144.653,60.3332,13.3633
4.91,145.258,60.4669,13.3692
4.92,145.864,60.6007,13.3752
4.93,146.471,60.7345,13.3812
4.94,147.08,60.8683,13.3872
4.95,147.69,61.0023,13.3932
4.96,148.301,61.1363,13.3992
4.97,148.914,61.2703,13.4052
4.98,149.528,61.4044,13.4113
4.99,150.143,61.5386,13.4173
5,150.76,61.6728,13.4234
5.01,151.378,61.8071,13.4294
5.02,151.998,61.9415,13.4355
5.03,152.618,62.0759,13.4416
5.04,153.241,62.2104,13.4477
5.05,153.864,62.3449,13.4538
5.06,154.489,62.4795,13.46
5.07,155.115,62.6142,13.4661
5.08,155.742,62.7489,13.4723
5.09,156.371,62.8837,13.4784
5.1,157.001,63.0185,13.4846
5.11,157.633,63.1534,13.4908
5.12,158.266,63.2884,13.497
5.13,158.9,63.4234,13.5032
5.14,159.536,63.5585,13.5094
5.15,160.173,63.6937,13.5157
5.16,160.811,63.8289,13.5219
5.17,161.451,63.9642,13.5282
5.18,162.092,64.0995,13.5344
5.19,162.734,64.2349,13.5407
5.2,163.378,64.3704,13.547
5.21,164.023,64.506,13.5533
5.22,164.669,64.6415,13.5596
5.23,165.317,64.7772,13.566
5.24,165.966,64.9129,13.5723
5.25,166.616,65.0487,13.5787
5.26,167.268,65.1846,13.5851
5.27,167.921,65.3205,13.5914
5.28,168.576,65.4565,13.5978
5.29,169.232,65.5925,13.6042
5.3,169.889,65.7286,13.6106
5.31,170.548,65.8648,13.6171
5.32,171.208,66.001,13.6235
5.33,171.869,66.1373,13.63
5.34,172.532,66.2737,13.6364
5.35,173.196,66.4101,13.6429
5.36,173.862,66.5466,13.6494
5.37,174.528,66.6832,13.6559
5.38,175.197,66.8198,13.6624
5.39,175.866,66.9565,13.669
5.4,176.537,67.0932,13.6755
5.41,177.209,67.2301,13.682
5.42,177.883,67.3669,13.6886
5.43,178.558,67.5039,13.6952
5.44,179.235,67.6409,13.7018
5.45,179.912,67.778,13.7084
5.46,180.591,67.9151,13.715
5.47,181.272,68.0524,13.7216
5.48,181.954,68.1896,13.7283
5.49,182.637,68.327,13.7349
5.5,183.322,68.4644,13.7416
5.51,184.008,68.6019,13.7483
5.52,184.695,68.7394,13.7549
5.53,185.384,68.8771,13.7616
5.54,186.074,69.0147,13.7684
5.55,186.766,69.1525,13.7751
5.56,187.459,69.2903,13.7818
5.57,188.153,69.4282,13.7886
5.58,188.848,69.5661,13.7953
5.59,189.546,69.7042,13.8021
5.6,190.244,69.8423,13.8089
5.61,190.944,69.9804,13.8157
5.62,191.645,70.1186,13.8225
5.63,192.348,70.2569,13.8294
5.64,193.051,70.3953,13.8362
5.65,193.757,70.5337,13.8431
5.66,194.464,70.6722,13.8499
5.67,195.172,70.8108,13.8568
5.68,195.881,70.9494,13.8637
5.69,196.592,71.0881,13.8706
5.7,197.304,71.2269,13.8775
5.71,198.018,71.3658,13.8845
5.72,198.733,71.5047,13.8914
5.73,199.449,71.6437,13.8984
5.74,200.167,71.7827,13.9053
5.75,200.886,71.9218,13.9123
5.76,201.607,72.061,13.9193
5.77,202.329,72.2003,13.9263
5.78,203.052,72.3396,13.9333
5.79,203.777,72.479,13.9404
5.8,204.503,72.6185,13.9474
5.81,205.231,72.758,13.9545
5.82,205.96,72.8977,13.9615
5.83,206.69,73.0373,13.9686
5.84,207.422,73.1771,13.9757
5.85,208.155,73.3169,13.9828
5.86,208.89,73.4568,13.99
5.87,209.626,73.5968,13.9971
5.88,210.363,73.7368,14.0043
5.89,211.102,73.877,14.0114
5.9,211.842,74.0171,14.0186
5.91,212.584,74.1574,14.0258
5.92,213.327,74.2977,14.033
5.93,214.071,74.4381,14.0402
5.94,214.817,74.5786,14.0475
5.95,215.564,74.7192,14.0547
5.96,216.313,74.8598,14.062
5.97,217.063,75.0005,14.0692
5.98,217.814,75.1412,14.0765
5.99,218.567,75.2821,14.0838
6,219.321,75.423,14.0911
6.01,220.077,75.564,14.0984
6.02,220.834,75.705,14.1058
6.03,221.592,75.8462,14.1131
6.04,222.352,75.9874,14.1205
6.05,223.113,76.1286,14.1279
6.06,223.876,76.27,14.1353
6.07,224.64,76.4114,14.1427
6.08,225.406,76.5529,14.1501
6.09,226.173,76.6945,14.1575
6.1,226.941,76.8361,14.165
6.11,227.711,76.9779,14.1724
6.12,228.482,77.1197,14.1799
6.13,229.255,77.2615,14.1874
6.14,230.029,77.4035,14.1949
6.15,230.804,77.5455,14.2024
6.16,231.581,77.6876,14.2099
6.17,232.359,77.8298,14.2175
6.18,233.139,77.972,14.225
6.19,233.92,78.1144,14.2326
6.2,234.703,78.2568,14.2402
6.21,235.487,78.3992,14.2478
6.22,236.272,78.5418,14.2554
6.23,237.059,78.6844,14.263
6.24,237.847,78.8271,14.2707
6.25,238.637,78.9699,14.2783
6.26,239.428,79.1128,14.286
6.27,240.221,79.2557,14.2937
6.28,241.015,79.3987,14.3014
6.29,241.81,79.5418,14.3091
6.3,242.607,79.685,14.3168
6.31,243.405,79.8282,14.3245
6.32,244.205,79.9716,14.3323
6.33,245.006,80.115,14.34
6.34,245.809,80.2584,14.3478
6.35,246.613,80.402,14.3556
6.36,247.418,80.5456,14.3634
6.37,248.225,80.6893,14.3712
6.38,249.033,80.8331,14.3791
6.39,249.843,80.977,14.3869
6.4,250.654,81.1209,14.3948
6.41,251.467,81.265,14.4026
6.42,252.281,81.4091,14.4105
6.43,253.097,81.5533,14.4184
6.44,253.914,81.6975,14.4264
6.45,254.732,81.8419,14.4343
6.46,255.552,81.9863,14.4422
6.47,256.373,82.1308,14.4502
6.48,257.196,82.2754,14.4582
6.49,258.02,82.42,14.4662
6.5,258.846,82.5648,14.4742
6.51,259.673,82.7096,14.4822
6.52,260.501,82.8545,14.4902
6.53,261.331,82.9995,14.4983
6.54,262.163,83.1445,14.5063
6.55,262.996,83.2897,14.5144
6.56,263.83,83.4349,14.5225
6.57,264.666,83.5802,14.5306
6.58,265.503,83.7256,14.5387
6.59,266.342,83.8711,14.5469
6.6,267.182,84.0166,14.555
6.61,268.024,84.1623,14.5632
6.62,268.867,84.308,14.5714
6.63,269.711,84.4538,14.5796
6.64,270.557,84.5996,14.5878
6.65,271.405,84.7456,14.596
6.66,272.254,84.8916,14.6042
6.67,273.104,85.0378,14.6125
6.68,273.956,85.184,14.6207
6.69,274.809,85.3303,14.629
6.7,275.664,85.4766,14.6373
6.71,276.52,85.6231,14.6456
6.72,277.378,85.7696,14.654
6.73,278.237,85.9163,14.6623
6.74,279.098,86.063,14.6707
6.75,279.96,86.2098,14.679
6.76,280.823,86.3566,14.6874
6.77,281.688,86.5036,14.6958
6.78,282.555,86.6506,14.7042
6.79,283.423,86.7978,14.7127
6.8,284.292,86.945,14.7211
6.81,285.163,87.0923,14.7296
6.82,286.036,87.2396,14.738
6.83,286.91,87.3871,14.7465
6.84,287.785,87.5347,14.755
6.85,288.662,87.6823,14.7636
6.86,289.54,87.83,14.7721
6.87,290.42,87.9778,14.7807
6.88,291.301,88.1257,14.7892
6.89,292.184,88.2737,14.7978
6.9,293.068,88.4218,14.8064
6.91,293.954,88.5699,14.815
6.92,294.841,88.7181,14.8236
6.93,295.73,88.8665,14.8323
6.94,296.62,89.0149,14.8409
6.95,297.511,89.1634,14.8496
6.96,298.404,89.312,14.8583
6.97,299.299,89.4606,14.867
6.98,300.195,89.6094,14.8757
6.99,301.093,89.7582,14.8845
7,301.992,89.9072,14.8932
7.01,302.892,90.0562,14.902
7.02,303.794,90.2053,14.9108
7.03,304.698,90.3545,14.9196
7.04,305.603,90.5038,14.9284
7.05,306.51,90.6531,14.9372
7.06,307.418,90.8026,14.946
7.07,308.327,90.9522,14.9549
7.08,309.238,91.1018,14.9638
7.09,310.151,91.2515,14.9727
7.1,311.065,91.4013,14.9816
7.11,311.98,91.5512,14.9905
7.12,312.897,91.7012,14.9994
7.13,313.816,91.8513,15.0084
7.14,314.736,92.0015,15.0173
7.15,315.657,92.1518,15.0263
7.16,316.58,92.3021,15.0353
7.17,317.505,92.4525,15.0443
7.18,318.431,92.6031,15.0534
7.19,319.358,92.7537,15.0624
7.2,320.287,92.9044,15.0715
7.21,321.218,93.0552,15.0806
7.22,322.15,93.2061,15.0897
7.23,323.084,93.3571,15.0988
7.24,324.019,93.5082,15.1079
7.25,324.955,93.6594,15.1171
7.26,325.893,93.8106,15.1262
7.27,326.833,93.962,15.1354
7.28,327.774,94.1134,15.1446
7.29,328.717,94.265,15.1538
7.3,329.661,94.4166,15.163
7.31,330.607,94.5683,15.1723
7.32,331.554,94.7201,15.1815
7.33,332.502,94.872,15.1908
7.34,333.453,95.024,15.2001
7.35,334.404,95.1761,15.2094
7.36,335.358,95.3283,15.2187
7.37,336.313,95.4806,15.228
7.38,337.269,95.633,15.2374
7.39,338.227,95.7854,15.2468
7.4,339.186,95.938,15.2562
7.41,340.147,96.0907,15.2656
7.42,341.109,96.2434,15.275
7.43,342.073,96.3963,15.2844
7.44,343.039,96.5492,15.2939
7.45,344.006,96.7022,15.3033
7.46,344.974,96.8554,15.3128
7.47,345.945,97.0086,15.3223
7.48,346.916,97.1619,15.3318
7.49,347.889,97.3153,15.3414
7.5,348.864,97.4688,15.3509
7.51,349.84,97.6224,15.3605
7.52,350.818,97.7761,15.3701
7.53,351.797,97.9299,15.3797
7.54,352.778,98.0838,15.3893
7.55,353.761,98.2378,15.399
7.56,354.744,98.3919,15.4086
7.57,355.73,98.5461,15.4183
7.58,356.717,98.7003,15.428
7.59,357.705,98.8547,15.4377
7.6,358.696,99.0092,15.4474
7.61,359.687,99.1638,15.4571
7.62,360.68,99.3184,15.4669
7.63,361.675,99.4732,15.4767
