time,altitude,velocity,acceleration
75.45,177708,3535.56,-9.81
75.46,177744,3535.46,-9.81
75.47,177779,3535.36,-9.81
75.48,177814,3535.27,-9.81
75.49,177850,3535.17,-9.81
75.5,177885,3535.07,-9.81
75.51,177920,3534.97,-9.81
75.52,177956,3534.87,-9.81
75.53,177991,3534.77,-9.81
75.54,178026,3534.68,-9.81
75.55,178062,3534.58,-9.81
75.56,178097,3534.48,-9.81
75.57,178133,3534.38,-9.81
75.58,178168,3534.28,-9.81
75.59,178203,3534.19,-9.81
75.6,178239,3534.09,-9.81
75.61,178274,3533.99,-9.81
75.62,178309,3533.89,-9.81
75.63,178345,3533.79,-9.81
75.64,178380,3533.7,-9.81
75.65,178415,3533.6,-9.81
75.66,178451,3533.5,-9.81
75.67,178486,3533.4,-9.81
75.68,178521,3533.3,-9.81
75.69,178557,3533.2,-9.81
75.7,178592,3533.11,-9.81
75.71,178627,3533.01,-9.81
75.72,178663,3532.91,-9.81
75.73,178698,3532.81,-9.81
75.74,178733,3532.71,-9.81
75.75,178769,3532.62,-9.81
75.76,178804,3532.52,-9.81
75.77,178839,3532.42,-9.81
75.78,178875,3532.32,-9.81
75.79,178910,3532.22,-9.81
75.8,178945,3532.13,-9.81
75.81,178980,3532.03,-9.81
75.82,179016,3531.93,-9.81
75.83,179051,3531.83,-9.81
75.84,179086,3531.73,-9.81
75.85,179122,3531.64,-9.81
75.86,179157,3531.54,-9.81
75.87,179192,3531.44,-9.81
75.88,179228,3531.34,-9.81
75.89,179263,3531.24,-9.81
75.9,179298,3531.14,-9.81
75.91,179334,3531.05,-9.81
75.92,179369,3530.95,-9.81
75.93,179404,3530.85,-9.81
75.94,179440,3530.75,-9.81
75.95,179475,3530.65,-9.81
75.96,179510,3530.56,-9.81
75.97,179545,3530.46,-9.81
75.98,179581,3530.36,-9.81
75.99,179616,3530.26,-9.81
76,179651,3530.16,-9.81
76.01,179687,3530.07,-9.81
76.02,179722,3529.97,-9.81
76.03,179757,3529.87,-9.81
76.04,179793,3529.77,-9.81
76.05,179828,3529.67,-9.81
76.06,179863,3529.58,-9.81
76.07,179898,3529.48,-9.81
76.08,179934,3529.38,-9.81
76.09,179969,3529.28,-9.81
76.1,180004,3529.18,-9.81
76.11,180040,3529.08,-9.81
76.12,180075,3528.99,-9.81
76.13,180110,3528.89,-9.81
76.14,180146,3528.79,-9.81
76.15,180181,3528.69,-9.81
76.16,180216,3528.59,-9.81
76.17,180251,3528.5,-9.81
76.18,180287,3528.4,-9.81
76.19,180322,3528.3,-9.81
76.2,180357,3528.2,-9.81
76.21,180392,3528.1,-9.81
76.22,180428,3528.01,-9.81
76.23,180463,3527.91,-9.81
76.24,180498,3527.81,-9.81
76.25,180534,3527.71,-9.81
76.26,180569,3527.61,-9.81
76.27,180604,3527.52,-9.81
76.28,180639,3527.42,-9.81
76.29,180675,3527.32,-9.81
76.3,180710,3527.22,-9.81
76.31,180745,3527.12,-9.81
76.32,180781,3527.02,-9.81
76.33,180816,3526.93,-9.81
76.34,180851,3526.83,-9.81
76.35,180886,3526.73,-9.81
76.36,180922,3526.63,-9.81
76.37,180957,3526.53,-9.81
76.38,180992,3526.44,-9.81
76.39,181027,3526.34,-9.81
76.4,181063,3526.24,-9.81
76.41,181098,3526.14,-9.81
76.42,181133,3526.04,-9.81
76.43,181168,3525.95,-9.81
76.44,181204,3525.85,-9.81
76.45,181239,3525.75,-9.81
76.46,181274,3525.65,-9.81
76.47,181309,3525.55,-9.81
76.48,181345,3525.46,-9.81
76.49,181380,3525.36,-9.81
76.5,181415,3525.26,-9.81
76.51,181450,3525.16,-9.81
76.52,181486,3525.06,-9.81
76.53,181521,3524.96,-9.81
76.54,181556,3524.87,-9.81
76.55,181591,3524.77,-9.81
76.56,181627,3524.67,-9.81
76.57,181662,3524.57,-9.81
76.58,181697,3524.47,-9.81
76.59,181732,3524.38,-9.81
76.6,181768,3524.28,-9.81
76.61,181803,3524.18,-9.81
76.62,181838,3524.08,-9.81
76.63,181873,3523.98,-9.81
76.64,181909,3523.89,-9.81
76.65,181944,3523.79,-9.81
76.66,181979,3523.69,-9.81
76.67,182014,3523.59,-9.81
76.68,182050,3523.49,-9.81
76.69,182085,3523.39,-9.81
76.7,182120,3523.3,-9.81
76.71,182155,3523.2,-9.81
76.72,182191,3523.1,-9.81
76.73,182226,3523,-9.81
76.74,182261,3522.9,-9.81
76.75,182296,3522.81,-9.81
76.76,182331,3522.71,-9.81
76.77,182367,3522.61,-9.81
76.78,182402,3522.51,-9.81
76.79,182437,3522.41,-9.81
76.8,182472,3522.32,-9.81
76.81,182508,3522.22,-9.81
76.82,182543,3522.12,-9.81
76.83,182578,3522.02,-9.81
76.84,182613,3521.92,-9.81
76.85,182648,3521.83,-9.81
76.86,182684,3521.73,-9.81
76.87,182719,3521.63,-9.81
76.88,182754,3521.53,-9.81
76.89,182789,3521.43,-9.81
76.9,182825,3521.33,-9.81
76.91,182860,3521.24,-9.81
76.92,182895,3521.14,-9.81
76.93,182930,3521.04,-9.81
76.94,182965,3520.94,-9.81
76.95,183001,3520.84,-9.81
76.96,183036,3520.75,-9.81
76.97,183071,3520.65,-9.81
76.98,183106,3520.55,-9.81
76.99,183141,3520.45,-9.81
77,183177,3520.35,-9.81
77.01,183212,3520.26,-9.81
77.02,183247,3520.16,-9.81
77.03,183282,3520.06,-9.81
77.04,183317,3519.96,-9.81
77.05,183353,3519.86,-9.81
77.06,183388,3519.77,-9.81
77.07,183423,3519.67,-9.81
77.08,183458,3519.57,-9.81
77.09,183493,3519.47,-9.81
77.1,183529,3519.37,-9.81
77.11,183564,3519.27,-9.81
77.12,183599,3519.18,-9.81
77.13,183634,3519.08,-9.81
77.14,183669,3518.98,-9.81
77.15,183705,3518.88,-9.81
77.16,183740,3518.78,-9.81
77.17,183775,3518.69,-9.81
77.18,183810,3518.59,-9.81
77.19,183845,3518.49,-9.81
77.2,183880,3518.39,-9.81
77.21,183916,3518.29,-9.81
77.22,183951,3518.2,-9.81
77.23,183986,3518.1,-9.81
77.24,184021,3518,-9.81
77.25,184056,3517.9,-9.81
77.26,184092,3517.8,-9.81
77.27,184127,3517.71,-9.81
77.28,184162,3517.61,-9.81
77.29,184197,3517.51,-9.81
77.3,184232,3517.41,-9.81
77.31,184267,3517.31,-9.81
77.32,184303,3517.21,-9.81
77.33,184338,3517.12,-9.81
77.34,184373,3517.02,-9.81
77.35,184408,3516.92,-9.81
77.36,184443,3516.82,-9.81
77.37,184478,3516.72,-9.81
77.38,184514,3516.63,-9.81
77.39,184549,3516.53,-9.81
77.4,184584,3516.43,-9.81
77.41,184619,3516.33,-9.81
77.42,184654,3516.23,-9.81
77.43,184689,3516.14,-9.81
77.44,184725,3516.04,-9.81
77.45,184760,3515.94,-9.81
77.46,184795,3515.84,-9.81
77.47,184830,3515.74,-9.81
77.48,184865,3515.65,-9.81
77.49,184900,3515.55,-9.81
77.5,184936,3515.45,-9.81
77.51,184971,3515.35,-9.81
77.52,185006,3515.25,-9.81
77.53,185041,3515.15,-9.81
77.54,185076,3515.06,-9.81
77.55,185111,3514.96,-9.81
77.56,185146,3514.86,-9.81
77.57,185182,3514.76,-9.81
77.58,185217,3514.66,-9.81
77.59,185252,3514.57,-9.81
77.6,185287,3514.47,-9.81
77.61,185322,3514.37,-9.81
77.62,185357,3514.27,-9.81
77.63,185392,3514.17,-9.81
77.64,185428,3514.08,-9.81
77.65,185463,3513.98,-9.81
77.66,185498,3513.88,-9.81
77.67,185533,3513.78,-9.81
77.68,185568,3513.68,-9.81
77.69,185603,3513.58,-9.81
77.7,185638,3513.49,-9.81
77.71,185674,3513.39,-9.81
77.72,185709,3513.29,-9.81
77.73,185744,3513.19,-9.81
77.74,185779,3513.09,-9.81
77.75,185814,3513,-9.81
77.76,185849,3512.9,-9.81
77.77,185884,3512.8,-9.81
77.78,185919,3512.7,-9.81
77.79,185955,3512.6,-9.81
77.8,185990,3512.51,-9.81
77.81,186025,3512.41,-9.81
77.82,186060,3512.31,-9.81
77.83,186095,3512.21,-9.81
77.84,186130,3512.11,-9.81
77.85,186165,3512.02,-9.81
77.86,186200,3511.92,-9.81
77.87,186236,3511.82,-9.81
77.88,186271,3511.72,-9.81
77.89,186306,3511.62,-9.81
77.9,186341,3511.52,-9.81
77.91,186376,3511.43,-9.81
77.92,186411,3511.33,-9.81
77.93,186446,3511.23,-9.81
77.94,186481,3511.13,-9.81
77.95,186516,3511.03,-9.81
77.96,186552,3510.94,-9.81
77.97,186587,3510.84,-9.81
77.98,186622,3510.74,-9.81
77.99,186657,3510.64,-9.81
78,186692,3510.54,-9.81
78.01,186727,3510.45,-9.81
78.02,186762,3510.35,-9.81
78.03,186797,3510.25,-9.81
78.04,186832,3510.15,-9.81
78.05,186868,3510.05,-9.81
78.06,186903,3509.96,-9.81
78.07,186938,3509.86,-9.81
78.08,186973,3509.76,-9.81
78.09,187008,3509.66,-9.81
78.1,187043,3509.56,-9.81
78.11,187078,3509.46,-9.81
78.12,187113,3509.37,-9.81
78.13,187148,3509.27,-9.81
78.14,187183,3509.17,-9.81
78.15,187218,3509.07,-9.81
78.16,187254,3508.97,-9.81
78.17,187289,3508.88,-9.81
78.18,187324,3508.78,-9.81
78.19,187359,3508.68,-9.81
78.2,187394,3508.58,-9.81
78.21,187429,3508.48,-9.81
78.22,187464,3508.39,-9.81
78.23,187499,3508.29,-9.81
78.24,187534,3508.19,-9.81
78.25,187569,3508.09,-9.81
78.26,187604,3507.99,-9.81
78.27,187639,3507.9,-9.81
78.28,187675,3507.8,-9.81
78.29,187710,3507.7,-9.81
78.3,187745,3507.6,-9.81
78.31,187780,3507.5,-9.81
78.32,187815,3507.4,-9.81
78.33,187850,3507.31,-9.81
78.34,187885,3507.21,-9.81
78.35,187920,3507.11,-9.81
78.36,187955,3507.01,-9.81
78.37,187990,3506.91,-9.81
78.38,188025,3506.82,-9.81
78.39,188060,3506.72,-9.81
78.4,188095,3506.62,-9.81
78.41,188130,3506.52,-9.81
78.42,188166,3506.42,-9.81
78.43,188201,3506.33,-9.81
78.44,188236,3506.23,-9.81
78.45,188271,3506.13,-9.81
78.46,188306,3506.03,-9.81
78.47,188341,3505.93,-9.81
78.48,188376,3505.84,-9.81
78.49,188411,3505.74,-9.81
78.5,188446,3505.64,-9.81
78.51,188481,3505.54,-9.81
78.52,188516,3505.44,-9.81
78.53,188551,3505.34,-9.81
78.54,188586,3505.25,-9.81
78.55,188621,3505.15,-9.81
78.56,188656,3505.05,-9.81
78.57,188691,3504.95,-9.81
78.58,188726,3504.85,-9.81
78.59,188761,3504.76,-9.81
78.6,188797,3504.66,-9.81
78.61,188832,3504.56,-9.81
78.62,188867,3504.46,-9.81
78.63,188902,3504.36,-9.81
78.64,188937,3504.27,-9.81
78.65,188972,3504.17,-9.81
78.66,189007,3504.07,-9.81
78.67,189042,3503.97,-9.81
78.68,189077,3503.87,-9.81
78.69,189112,3503.77,-9.81
78.7,189147,3503.68,-9.81
78.71,189182,3503.58,-9.81
78.72,189217,3503.48,-9.81
78.73,189252,3503.38,-9.81
78.74,189287,3503.28,-9.81
78.75,189322,3503.19,-9.81
78.76,189357,3503.09,-9.81
78.77,189392,3502.99,-9.81
78.78,189427,3502.89,-9.81
78.79,189462,3502.79,-9.81
78.8,189497,3502.7,-9.81
78.81,189532,3502.6,-9.81
78.82,189567,3502.5,-9.81
78.83,189602,3502.4,-9.81
78.84,189637,3502.3,-9.81
78.85,189672,3502.21,-9.81
78.86,189707,3502.11,-9.81
78.87,189742,3502.01,-9.81
78.88,189777,3501.91,-9.81
78.89,189812,3501.81,-9.81
78.9,189847,3501.71,-9.81
78.91,189882,3501.62,-9.81
78.92,189918,3501.52,-9.81
78.93,189953,3501.42,-9.81
78.94,189988,3501.32,-9.81
78.95,190023,3501.22,-9.81
78.96,190058,3501.13,-9.81
78.97,190093,3501.03,-9.81
78.98,190128,3500.93,-9.81
78.99,190163,3500.83,-9.81
79,190198,3500.73,-9.81
79.01,190233,3500.64,-9.81
79.02,190268,3500.54,-9.81
79.03,190303,3500.44,-9.81
79.04,190338,3500.34,-9.81
79.05,190373,3500.24,-9.81
79.06,190408,3500.15,-9.81
79.07,190443,3500.05,-9.81
79.08,190478,3499.95,-9.81
79.09,190513,3499.85,-9.81
79.1,190548,3499.75,-9.81
79.11,190583,3499.65,-9.81
79.12,190618,3499.56,-9.81
79.13,190653,3499.46,-9.81
79.14,190688,3499.36,-9.81
79.15,190723,3499.26,-9.81
79.16,190758,3499.16,-9.81
79.17,190793,3499.07,-9.81
79.18,190828,3498.97,-9.81
79.19,190863,3498.87,-9.81
79.2,190898,3498.77,-9.81
79.21,190933,3498.67,-9.81
79.22,190967,3498.58,-9.81
79.23,191002,3498.48,-9.81
79.24,191037,3498.38,-9.81
79.25,191072,3498.28,-9.81
79.26,191107,3498.18,-9.81
79.27,191142,3498.09,-9.81
79.28,191177,3497.99,-9.81
79.29,191212,3497.89,-9.81
79.3,191247,3497.79,-9.81
79.31,191282,3497.69,-9.81
79.32,191317,3497.59,-9.81
79.33,191352,3497.5,-9.81
79.34,191387,3497.4,-9.81
79.35,191422,3497.3,-9.81
79.36,191457,3497.2,-9.81
79.37,191492,3497.1,-9.81
79.38,191527,3497.01,-9.81
79.39,191562,3496.91,-9.81
79.4,191597,3496.81,-9.81
79.41,191632,3496.71,-9.81
79.42,191667,3496.61,-9.81
79.43,191702,3496.52,-9.81
79.44,191737,3496.42,-9.81
79.45,191772,3496.32,-9.81
79.46,191807,3496.22,-9.81
79.47,191842,3496.12,-9.81
79.48,191877,3496.03,-9.81
79.49,191912,3495.93,-9.81
79.5,191947,3495.83,-9.81
79.51,191982,3495.73,-9.81
79.52,192017,3495.63,-9.81
79.53,192052,3495.53,-9.81
79.54,192087,3495.44,-9.81
79.55,192121,3495.34,-9.81
79.56,192156,3495.24,-9.81
79.57,192191,3495.14,-9.81
79.58,192226,3495.04,-9.81
79.59,192261,3494.95,-9.81
79.6,192296,3494.85,-9.81
79.61,192331,3494.75,-9.81
79.62,192366,3494.65,-9.81
79.63,192401,3494.55,-9.81
79.64,192436,3494.46,-9.81
79.65,192471,3494.36,-9.81
79.66,192506,3494.26,-9.81
79.67,192541,3494.16,-9.81
79.68,192576,3494.06,-9.81
79.69,192611,3493.96,-9.81
79.7,192646,3493.87,-9.81
79.71,192681,3493.77,-9.81
79.72,192716,3493.67,-9.81
79.73,192750,3493.57,-9.81
79.74,192785,3493.47,-9.81
79.75,192820,3493.38,-9.81
79.76,192855,3493.28,-9.81
79.77,192890,3493.18,-9.81
79.78,192925,3493.08,-9.81
79.79,192960,3492.98,-9.81
79.8,192995,3492.89,-9.81
79.81,193030,3492.79,-9.81
79.82,193065,3492.69,-9.81
79.83,193100,3492.59,-9.81
79.84,193135,3492.49,-9.81
79.85,193170,3492.4,-9.81
79.86,193205,3492.3,-9.81
79.87,193239,3492.2,-9.81
79.88,193274,3492.1,-9.81
79.89,193309,3492,-9.81
79.9,193344,3491.9,-9.81
79.91,193379,3491.81,-9.81
79.92,193414,3491.71,-9.81
79.93,193449,3491.61,-9.81
79.94,193484,3491.51,-9.81
79.95,193519,3491.41,-9.81
79.96,193554,3491.32,-9.81
79.97,193589,3491.22,-9.81
79.98,193624,3491.12,-9.81
79.99,193658,3491.02,-9.81
80,193693,3490.92,-9.81
80.01,193728,3490.83,-9.81
80.02,193763,3490.73,-9.81
80.03,193798,3490.63,-9.81
80.04,193833,3490.53,-9.81
80.05,193868,3490.43,-9.81
80.06,193903,3490.34,-9.81
80.07,193938,3490.24,-9.81
80.08,193973,3490.14,-9.81
80.09,194008,3490.04,-9.81
80.1,194042,3489.94,-9.81
80.11,194077,3489.84,-9.81
80.12,194112,3489.75,-9.81
80.13,194147,3489.65,-9.81
80.14,194182,3489.55,-9.81
80.15,194217,3489.45,-9.81
80.16,194252,3489.35,-9.81
80.17,194287,3489.26,-9.81
80.18,194322,3489.16,-9.81
80.19,194356,3489.06,-9.81
80.2,194391,3488.96,-9.81
80.21,194426,3488.86,-9.81
80.22,194461,3488.77,-9.81
80.23,194496,3488.67,-9.81
80.24,194531,3488.57,-9.81
80.25,194566,3488.47,-9.81
80.26,194601,3488.37,-9.81
80.27,194636,3488.28,-9.81
80.28,194670,3488.18,-9.81
80.29,194705,3488.08,-9.81
80.3,194740,3487.98,-9.81
80.31,194775,3487.88,-9.81
80.32,194810,3487.78,-9.81
80.33,194845,3487.69,-9.81
80.34,194880,3487.59,-9.81
80.35,194915,3487.49,-9.81
80.36,194949,3487.39,-9.81
80.37,194984,3487.29,-9.81
80.38,195019,3487.2,-9.81
80.39,195054,3487.1,-9.81
80.4,195089,3487,-9.81
80.41,195124,3486.9,-9.81
80.42,195159,3486.8,-9.81
80.43,195194,3486.71,-9.81
80.44,195228,3486.61,-9.81
80.45,195263,3486.51,-9.81
80.46,195298,3486.41,-9.81
80.47,195333,3486.31,-9.81
80.48,195368,3486.22,-9.81
80.49,195403,3486.12,-9.81
80.5,195438,3486.02,-9.81
80.51,195472,3485.92,-9.81
80.52,195507,3485.82,-9.81
80.53,195542,3485.72,-9.81
80.54,195577,3485.63,-9.81
80.55,195612,3485.53,-9.81
80.56,195647,3485.43,-9.81
80.57,195682,3485.33,-9.81
80.58,195716,3485.23,-9.81
80.59,195751,3485.14,-9.81
80.6,195786,3485.04,-9.81
80.61,195821,3484.94,-9.81
80.62,195856,3484.84,-9.81
80.63,195891,3484.74,-9.81
80.64,195926,3484.65,-9.81
80.65,195960,3484.55,-9.81
80.66,195995,3484.45,-9.81
80.67,196030,3484.35,-9.81
80.68,196065,3484.25,-9.81
80.69,196100,3484.15,-9.81
80.7,196135,3484.06,-9.81
80.71,196169,3483.96,-9.81
80.72,196204,3483.86,-9.81
80.73,196239,3483.76,-9.81
80.74,196274,3483.66,-9.81
80.75,196309,3483.57,-9.81
80.76,196344,3483.47,-9.81
80.77,196378,3483.37,-9.81
80.78,196413,3483.27,-9.81
80.79,196448,3483.17,-9.81
80.8,196483,3483.08,-9.81
80.81,196518,3482.98,-9.81
80.82,196553,3482.88,-9.81
80.83,196587,3482.78,-9.81
80.84,196622,3482.68,-9.81
80.85,196657,3482.59,-9.81
80.86,196692,3482.49,-9.81
80.87,196727,3482.39,-9.81
80.88,196762,3482.29,-9.81
80.89,196796,3482.19,-9.81
80.9,196831,3482.09,-9.81
80.91,196866,3482,-9.81
80.92,196901,3481.9,-9.81
80.93,196936,3481.8,-9.81
80.94,196970,3481.7,-9.81
80.95,197005,3481.6,-9.81
80.96,197040,3481.51,-9.81
80.97,197075,3481.41,-9.81
80.98,197110,3481.31,-9.81
80.99,197145,3481.21,-9.81
81,197179,3481.11,-9.81
81.01,197214,3481.02,-9.81
81.02,197249,3480.92,-9.81
81.03,197284,3480.82,-9.81
81.04,197319,3480.72,-9.81
81.05,197353,3480.62,-9.81
81.06,197388,3480.53,-9.81
81.07,197423,3480.43,-9.81
81.08,197458,3480.33,-9.81
81.09,197493,3480.23,-9.81
81.1,197527,3480.13,-9.81
81.11,197562,3480.03,-9.81
81.12,197597,3479.94,-9.81
81.13,197632,3479.84,-9.81
81.14,197667,3479.74,-9.81
81.15,197701,3479.64,-9.81
81.16,197736,3479.54,-9.81
81.17,197771,3479.45,-9.81
81.18,197806,3479.35,-9.81
81.19,197841,3479.25,-9.81
81.2,197875,3479.15,-9.81
81.21,197910,3479.05,-9.81
81.22,197945,3478.96,-9.81
81.23,197980,3478.86,-9.81
81.24,198015,3478.76,-9.81
81.25,198049,3478.66,-9.81
81.26,198084,3478.56,-9.81
81.27,198119,3478.47,-9.81
81.28,198154,3478.37,-9.81
81.29,198188,3478.27,-9.81
81.3,198223,3478.17,-9.81
81.31,198258,3478.07,-9.81
81.32,198293,3477.97,-9.81
81.33,198328,3477.88,-9.81
81.34,198362,3477.78,-9.81
81.35,198397,3477.68,-9.81
81.36,198432,3477.58,-9.81
81.37,198467,3477.48,-9.81
81.38,198501,3477.39,-9.81
81.39,198536,3477.29,-9.81
81.4,198571,3477.19,-9.81
81.41,198606,3477.09,-9.81
81.42,198641,3476.99,-9.81
81.43,198675,3476.9,-9.81
81.44,198710,3476.8,-9.81
81.45,198745,3476.7,-9.81
81.46,198780,3476.6,-9.81
81.47,198814,3476.5,-9.81
81.48,198849,3476.41,-9.81
81.49,198884,3476.31,-9.81
81.5,198919,3476.21,-9.81
81.51,198953,3476.11,-9.81
81.52,198988,3476.01,-9.81
81.53,199023,3475.91,-9.81
81.54,199058,3475.82,-9.81
81.55,199092,3475.72,-9.81
81.56,199127,3475.62,-9.81
81.57,199162,3475.52,-9.81
81.58,199197,3475.42,-9.81
81.59,199231,3475.33,-9.81
81.6,199266,3475.23,-9.81
81.61,199301,3475.13,-9.81
81.62,199336,3475.03,-9.81
81.63,199370,3474.93,-9.81
81.64,199405,3474.84,-9.81
81.65,199440,3474.74,-9.81
81.66,199475,3474.64,-9.81
81.67,199509,3474.54,-9.81
81.68,199544,3474.44,-9.81
81.69,199579,3474.34,-9.81
81.7,199614,3474.25,-9.81
81.71,199648,3474.15,-9.81
81.72,199683,3474.05,-9.81
81.73,199718,3473.95,-9.81
81.74,199753,3473.85,-9.81
81.75,199787,3473.76,-9.81
81.76,199822,3473.66,-9.81
81.77,199857,3473.56,-9.81
81.78,199892,3473.46,-9.81
81.79,199926,3473.36,-9.81
81.8,199961,3473.27,-9.81
81.81,199996,3473.17,-9.81
81.82,200031,3473.07,-9.81
81.83,200065,3472.97,-9.81
81.84,200100,3472.87,-9.81
81.85,200135,3472.78,-9.81
81.86,200169,3472.68,-9.81
81.87,200204,3472.58,-9.81
81.88,200239,3472.48,-9.81
81.89,200274,3472.38,-9.81
81.9,200308,3472.28,-9.81
81.91,200343,3472.19,-9.81
81.92,200378,3472.09,-9.81
81.93,200412,3471.99,-9.81
81.94,200447,3471.89,-9.81
81.95,200482,3471.79,-9.81
81.96,200517,3471.7,-9.81
81.97,200551,3471.6,-9.81
81.98,200586,3471.5,-9.81
81.99,200621,3471.4,-9.81
82,200655,3471.3,-9.81
82.01,200690,3471.21,-9.81
82.02,200725,3471.11,-9.81
82.03,200760,3471.01,-9.81
82.04,200794,3470.91,-9.81
82.05,200829,3470.81,-9.81
82.06,200864,3470.72,-9.81
82.07,200898,3470.62,-9.81
82.08,200933,3470.52,-9.81
82.09,200968,3470.42,-9.81
82.1,201003,3470.32,-9.81
82.11,201037,3470.22,-9.81
82.12,201072,3470.13,-9.81
82.13,201107,3470.03,-9.81
82.14,201141,3469.93,-9.81
82.15,201176,3469.83,-9.81
82.16,201211,3469.73,-9.81
82.17,201245,3469.64,-9.81
82.18,201280,3469.54,-9.81
82.19,201315,3469.44,-9.81
82.2,201350,3469.34,-9.81
82.21,201384,3469.24,-9.81
82.22,201419,3469.15,-9.81
82.23,201454,3469.05,-9.81
82.24,201488,3468.95,-9.81
82.25,201523,3468.85,-9.81
82.26,201558,3468.75,-9.81
82.27,201592,3468.66,-9.81
82.28,201627,3468.56,-9.81
82.29,201662,3468.46,-9.81
82.3,201696,3468.36,-9.81
82.31,201731,3468.26,-9.81
82.32,201766,3468.16,-9.81
82.33,201800,3468.07,-9.81
82.34,201835,3467.97,-9.81
82.35,201870,3467.87,-9.81
82.36,201905,3467.77,-9.81
82.37,201939,3467.67,-9.81
82.38,201974,3467.58,-9.81
82.39,202009,3467.48,-9.81
82.4,202043,3467.38,-9.81
82.41,202078,3467.28,-9.81
82.42,202113,3467.18,-9.81
82.43,202147,3467.09,-9.81
82.44,202182,3466.99,-9.81
82.45,202217,3466.89,-9.81
82.46,202251,3466.79,-9.81
82.47,202286,3466.69,-9.81
82.48,202321,3466.6,-9.81
82.49,202355,3466.5,-9.81
82.5,202390,3466.4,-9.81
82.51,202425,3466.3,-9.81
82.52,202459,3466.2,-9.81
82.53,202494,3466.1,-9.81
82.54,202529,3466.01,-9.81
82.55,202563,3465.91,-9.81
82.56,202598,3465.81,-9.81
82.57,202633,3465.71,-9.81
82.58,202667,3465.61,-9.81
82.59,202702,3465.52,-9.81
82.6,202736,3465.42,-9.81
82.61,202771,3465.32,-9.81
82.62,202806,3465.22,-9.81
82.63,202840,3465.12,-9.81
82.64,202875,3465.03,-9.81
82.65,202910,3464.93,-9.81
82.66,202944,3464.83,-9.81
82.67,202979,3464.73,-9.81
82.68,203014,3464.63,-9.81
82.69,203048,3464.53,-9.81
82.7,203083,3464.44,-9.81
82.71,203118,3464.34,-9.81
82.72,203152,3464.24,-9.81
82.73,203187,3464.14,-9.81
82.74,203222,3464.04,-9.81
82.75,203256,3463.95,-9.81
82.76,203291,3463.85,-9.81
82.77,203325,3463.75,-9.81
82.78,203360,3463.65,-9.81
82.79,203395,3463.55,-9.81
82.8,203429,3463.46,-9.81
82.81,203464,3463.36,-9.81
82.82,203499,3463.26,-9.81
82.83,203533,3463.16,-9.81
82.84,203568,3463.06,-9.81
82.85,203603,3462.97,-9.81
82.86,203637,3462.87,-9.81
82.87,203672,3462.77,-9.81
82.88,203706,3462.67,-9.81
82.89,203741,3462.57,-9.81
82.9,203776,3462.47,-9.81
82.91,203810,3462.38,-9.81
82.92,203845,3462.28,-9.81
82.93,203880,3462.18,-9.81
82.94,203914,3462.08,-9.81
82.95,203949,3461.98,-9.81
82.96,203983,3461.89,-9.81
82.97,204018,3461.79,-9.81
82.98,204053,3461.69,-9.81
82.99,204087,3461.59,-9.81
83,204122,3461.49,-9.81
83.01,204156,3461.4,-9.81
83.02,204191,3461.3,-9.81
83.03,204226,3461.2,-9.81
83.04,204260,3461.1,-9.81
83.05,204295,3461,-9.81
83.06,204330,3460.91,-9.81
83.07,204364,3460.81,-9.81
83.08,204399,3460.71,-9.81
83.09,204433,3460.61,-9.81
83.1,204468,3460.51,-9.81
83.11,204503,3460.41,-9.81
83.12,204537,3460.32,-9.81
83.13,204572,3460.22,-9.81
83.14,204606,3460.12,-9.81
83.15,204641,3460.02,-9.81
83.16,204676,3459.92,-9.81
83.17,204710,3459.83,-9.81
83.18,204745,3459.73,-9.81
83.19,204779,3459.63,-9.81
83.2,204814,3459.53,-9.81
83.21,204849,3459.43,-9.81
83.22,204883,3459.34,-9.81
83.23,204918,3459.24,-9.81
83.24,204952,3459.14,-9.81
83.25,204987,3459.04,-9.81
83.26,205021,3458.94,-9.81
83.27,205056,3458.85,-9.81
83.28,205091,3458.75,-9.81
83.29,205125,3458.65,-9.81
83.3,205160,3458.55,-9.81
83.31,205194,3458.45,-9.81
83.32,205229,3458.35,-9.81
83.33,205264,3458.26,-9.81
83.34,205298,3458.16,-9.81
83.35,205333,3458.06,-9.81
83.36,205367,3457.96,-9.81
83.37,205402,3457.86,-9.81
83.38,205436,3457.77,-9.81
83.39,205471,3457.67,-9.81
83.4,205506,3457.57,-9.81
83.41,205540,3457.47,-9.81
83.42,205575,3457.37,-9.81
83.43,205609,3457.28,-9.81
83.44,205644,3457.18,-9.81
83.45,205679,3457.08,-9.81
83.46,205713,3456.98,-9.81
83.47,205748,3456.88,-9.81
83.48,205782,3456.79,-9.81
83.49,205817,3456.69,-9.81
83.5,205851,3456.59,-9.81
83.51,205886,3456.49,-9.81
83.52,205920,3456.39,-9.81
83.53,205955,3456.29,-9.81
83.54,205990,3456.2,-9.81
83.55,206024,3456.1,-9.81
83.56,206059,3456,-9.81
83.57,206093,3455.9,-9.81
83.58,206128,3455.8,-9.81
83.59,206162,3455.71,-9.81
83.6,206197,3455.61,-9.81
83.61,206232,3455.51,-9.81
83.62,206266,3455.41,-9.81
83.63,206301,3455.31,-9.81
83.64,206335,3455.22,-9.81
83.65,206370,3455.12,-9.81
83.66,206404,3455.02,-9.81
83.67,206439,3454.92,-9.81
83.68,206473,3454.82,-9.81
